proposal,skill,mapper_payload
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,use,"[['H.3.7', 'H.5.4'], ['Digital Libraries (NEW)', 'Collection (NEW)', 'Dissemination (NEW)', 'Standards (NEW)', 'Systems issues (NEW)', 'User issues (NEW)', 'Hypertext/Hypermedia (I.7, J.7) (NEW)', 'Architectures (NEW)', 'Navigation (NEW)', 'Theory (NEW)', 'User issues (NEW)'], ['digital library new', 'collection new', 'dissemination new', 'standard new', 'system issue new', 'user issue new', 'hypertexthypermedia new', 'architecture new', 'navigation new', 'theory new', 'user issue new']]"
v0_092_call_for_proposals_under_dst_ic_impact_indo_canada_joint_research_programmes,waste,"[['G.1.2'], ['Approximation', 'Approximation of surfaces and contours (NEW)', 'Chebyshev approximation and theory', 'Elementary function approximation', 'Fast Fourier transforms (FFT) (NEW)', 'Least squares approximation', 'Linear approximation', 'Minimax approximation and algorithms', 'Nonlinear approximation', 'Rational approximation', 'Special function approximations (NEW)', 'Spline and piecewise polynomial approximation', 'Wavelets and fractals (NEW)'], ['approximation', 'approximation surface contour new', 'chebyshev approximation theory', 'elementary function approximation', 'fast fourier transforms fft new', 'least square approximation', 'linear approximation', 'minimax approximation algorithm', 'nonlinear approximation', 'rational approximation', 'special function approximation new', 'spline piecewise polynomial approximation', 'wavelet fractal new']]"
v0_093_2019_brics_calls_for_proposals_for_multilateral_rd_projects,disaster,"[['H.5.1'], ['Multimedia Information Systems', 'Animations', 'Artificial, augmented, and virtual realities (REVISED)', 'Audio input/output', 'Evaluation/methodology', 'Hypertext navigation and maps**', 'Video (e.g., tape, disk, DVI)'], ['multimedia information system', 'animation', 'artificial augmented virtual reality revised', 'audio inputoutput', 'evaluationmethodology', 'hypertext navigation map', 'video eg tape disk dvi']]"
v0_093_2019_brics_calls_for_proposals_for_multilateral_rd_projects,efficiency,"[['H.3.4'], ['Systems and Software', 'Current awareness systems (selective dissemination of information--SDI)**', 'Distributed systems (NEW)', 'Information networks', 'Performance evaluation (efficiency and effectiveness) (NEW)', 'Question-answering (fact retrieval) systems**', 'User profiles and alert services (NEW)'], ['system software', 'current awareness system selective dissemination informationsdi', 'distributed system new', 'information network', 'performance evaluation efficiency effectiveness new', 'questionanswering fact retrieval system', 'user profile alert service new']]"
v0_093_2019_brics_calls_for_proposals_for_multilateral_rd_projects,material,"[['G.1.3'], ['Numerical Linear Algebra', 'Conditioning', 'Determinants**', 'Eigenvalues and eigenvectors (direct and iterative methods) (REVISED)', 'Error analysis', 'Linear systems (direct and iterative methods)', 'Matrix inversion', 'Pseudoinverses**', 'Singular value decomposition (NEW)', 'Sparse, structured, and very large systems (direct and iterative methods) (REVISED)'], ['numerical linear algebra', 'conditioning', 'determinant', 'eigenvalue eigenvectors direct iterative method revised', 'error analysis', 'linear system direct iterative method', 'matrix inversion', 'pseudoinverses', 'singular value decomposition new', 'sparse structured large system direct iterative method revised']]"
v0_094_global_cooling_prize,demand,"[['E.3'], ['DATA ENCRYPTION', 'Code breaking (NEW)', 'Data encryption standard (DES)**', 'Public key cryptosystems', 'Standards (e.g., DES, PGP, RSA) (NEW)'], ['data encryption', 'code breaking new', 'data encryption standard de', 'public key cryptosystems', 'standard eg de pgp rsa new']]"
v0_094_global_cooling_prize,environment,"[['I.6.7'], ['Simulation Support Systems', 'Environments'], ['simulation support system', 'environment']]"
v0_094_global_cooling_prize,global warming,"[['G.1.6'], ['Optimization', 'Constrained optimization', 'Convex programming (NEW)', 'Global optimization (NEW)', 'Gradient methods', 'Integer programming', 'Least squares methods', 'Linear programming', 'Nonlinear programming', 'Quadratic programming methods (NEW)', 'Simulated annealing (NEW)', 'Stochastic programming (NEW)', 'Unconstrained optimization (NEW)'], ['optimization', 'constrained optimization', 'convex programming new', 'global optimization new', 'gradient method', 'integer programming', 'least square method', 'linear programming', 'nonlinear programming', 'quadratic programming method new', 'simulated annealing new', 'stochastic programming new', 'unconstrained optimization new']]"
v0_094_global_cooling_prize,threat,"[['D.4.1'], ['Process Management', 'Concurrency', 'Deadlocks', 'Multiprocessing/multiprogramming/multitasking (REVISED)', 'Mutual exclusion', 'Scheduling', 'Synchronization', 'Threads (NEW)'], ['process management', 'concurrency', 'deadlock', 'multiprocessingmultiprogrammingmultitasking revised', 'mutual exclusion', 'scheduling', 'synchronization', 'thread new']]"
v0_094_global_cooling_prize,urbanization,"[['H.5.2'], ['User Interfaces (D.2.2, H.1.2, I.3.6)', 'Auditory (non-speech) feedback (NEW)', 'Benchmarking (NEW)', 'Ergonomics', 'Evaluation/methodology', 'Graphical user interfaces (GUI) (NEW)', 'Haptic I/O (NEW)', 'Input devices and strategies (e.g., mouse, touchscreen)', 'Interaction styles (e.g., commands, menus, forms, direct manipulation)', 'Natural language (NEW)', 'Prototyping (NEW)', 'Screen design (e.g., text, graphics, color)', 'Standardization (NEW)', 'Style guides (NEW)', 'Theory and methods', 'Training, help, and documentation', 'User-centered design (NEW)', 'User interface management systems (UIMS)', 'Voice I/O (NEW)', 'Windowing systems'], ['user interface', 'auditory nonspeech feedback new', 'benchmarking new', 'ergonomics', 'evaluationmethodology', 'graphical user interface gui new', 'haptic io new', 'input device strategy eg mouse touchscreen', 'interaction style eg command menu form direct manipulation', 'natural language new', 'prototyping new', 'screen design eg text graphic color', 'standardization new', 'style guide new', 'theory method', 'training help documentation', 'usercentered design new', 'user interface management system uims', 'voice io new', 'windowing system']]"
v0_095_wti_call_2019_research_technology_innovation_on_nexus_of_water_with_energy_food_and_health,agricultural,"[['C.2.1', 'C.2.5'], ['Network Architecture and Design', 'Asynchronous Transfer Mode (ATM) (NEW)', 'Centralized networks**', 'Circuit-switching networks', 'Distributed networks', 'Frame relay networks (NEW)', 'ISDN (Integrated Services Digital Network)', 'Network communications', 'Network topology', 'Packet-switching networks (REVISED)', 'Store and forward networks', 'Wireless communication (NEW)', 'Local and Wide-Area Networks (REVISED)', 'Access schemes', 'Buses'], ['network architecture design', 'asynchronous transfer mode atm new', 'centralized network', 'circuitswitching network', 'distributed network', 'frame relay network new', 'isdn integrated service digital network', 'network communication', 'network topology', 'packetswitching network revised', 'store forward network', 'wireless communication new', 'local widearea network revised', 'access scheme', 'bus']]"
v0_095_wti_call_2019_research_technology_innovation_on_nexus_of_water_with_energy_food_and_health,demand,"[['E.3'], ['DATA ENCRYPTION', 'Code breaking (NEW)', 'Data encryption standard (DES)**', 'Public key cryptosystems', 'Standards (e.g., DES, PGP, RSA) (NEW)'], ['data encryption', 'code breaking new', 'data encryption standard de', 'public key cryptosystems', 'standard eg de pgp rsa new']]"
v0_095_wti_call_2019_research_technology_innovation_on_nexus_of_water_with_energy_food_and_health,efficiency,"[['H.3.4'], ['Systems and Software', 'Current awareness systems (selective dissemination of information--SDI)**', 'Distributed systems (NEW)', 'Information networks', 'Performance evaluation (efficiency and effectiveness) (NEW)', 'Question-answering (fact retrieval) systems**', 'User profiles and alert services (NEW)'], ['system software', 'current awareness system selective dissemination informationsdi', 'distributed system new', 'information network', 'performance evaluation efficiency effectiveness new', 'questionanswering fact retrieval system', 'user profile alert service new']]"
v0_095_wti_call_2019_research_technology_innovation_on_nexus_of_water_with_energy_food_and_health,lab,"[['I.2.1', 'J.1'], ['Applications and Expert Systems (H.4, J)', 'Cartography', 'Games', 'Industrial automation', 'Law', 'Medicine and science', 'Natural language interfaces', 'Office automation', 'ADMINISTRATIVE DATA PROCESSING', 'Business', 'Education', 'Financial (e.g., EFTS)', 'Government', 'Law', 'Manufacturing', 'Marketing', 'Military'], ['application expert system', 'cartography', 'game', 'industrial automation', 'law', 'medicine science', 'natural language interface', 'office automation', 'administrative data processing', 'business', 'education', 'financial eg eft', 'government', 'law', 'manufacturing', 'marketing', 'military']]"
v0_095_wti_call_2019_research_technology_innovation_on_nexus_of_water_with_energy_food_and_health,use,"[['H.3.7', 'H.5.4'], ['Digital Libraries (NEW)', 'Collection (NEW)', 'Dissemination (NEW)', 'Standards (NEW)', 'Systems issues (NEW)', 'User issues (NEW)', 'Hypertext/Hypermedia (I.7, J.7) (NEW)', 'Architectures (NEW)', 'Navigation (NEW)', 'Theory (NEW)', 'User issues (NEW)'], ['digital library new', 'collection new', 'dissemination new', 'standard new', 'system issue new', 'user issue new', 'hypertexthypermedia new', 'architecture new', 'navigation new', 'theory new', 'user issue new']]"
v0_095_wti_call_2019_research_technology_innovation_on_nexus_of_water_with_energy_food_and_health,waste,"[['G.1.2'], ['Approximation', 'Approximation of surfaces and contours (NEW)', 'Chebyshev approximation and theory', 'Elementary function approximation', 'Fast Fourier transforms (FFT) (NEW)', 'Least squares approximation', 'Linear approximation', 'Minimax approximation and algorithms', 'Nonlinear approximation', 'Rational approximation', 'Special function approximations (NEW)', 'Spline and piecewise polynomial approximation', 'Wavelets and fractals (NEW)'], ['approximation', 'approximation surface contour new', 'chebyshev approximation theory', 'elementary function approximation', 'fast fourier transforms fft new', 'least square approximation', 'linear approximation', 'minimax approximation algorithm', 'nonlinear approximation', 'rational approximation', 'special function approximation new', 'spline piecewise polynomial approximation', 'wavelet fractal new']]"
v0_096_ukieri_dst_partnership_development_workshops,british,"[['C.2.5'], ['Local and Wide-Area Networks (REVISED)', 'Access schemes', 'Buses'], ['local widearea network revised', 'access scheme', 'bus']]"
v0_097_call_for_joint_project_proposals_2019___india_czech_bilateral_scientific_and_technological_cooperation,material,"[['G.1.3'], ['Numerical Linear Algebra', 'Conditioning', 'Determinants**', 'Eigenvalues and eigenvectors (direct and iterative methods) (REVISED)', 'Error analysis', 'Linear systems (direct and iterative methods)', 'Matrix inversion', 'Pseudoinverses**', 'Singular value decomposition (NEW)', 'Sparse, structured, and very large systems (direct and iterative methods) (REVISED)'], ['numerical linear algebra', 'conditioning', 'determinant', 'eigenvalue eigenvectors direct iterative method revised', 'error analysis', 'linear system direct iterative method', 'matrix inversion', 'pseudoinverses', 'singular value decomposition new', 'sparse structured large system direct iterative method revised']]"
v0_098_call_for_india_ethiopia_innovation__technology_commercialization_programme_ieitcp,animal,"[['I.3.7', 'I.6.8'], ['Three-Dimensional Graphics and Realism', 'Animation', 'Color, shading, shadowing, and texture', 'Fractals', 'Hidden line/surface removal', 'Radiosity', 'Raytracing', 'Virtual reality', 'Visible line/surface algorithms', 'Types of Simulation', 'Animation', 'Combined', 'Continuous', 'Discrete event', 'Distributed', 'Gaming', 'Monte Carlo', 'Parallel', 'Visual'], ['threedimensional graphic realism', 'animation', 'color shading shadowing texture', 'fractal', 'hidden linesurface removal', 'radiosity', 'raytracing', 'virtual reality', 'visible linesurface algorithm', 'type simulation', 'animation', 'combined', 'continuous', 'discrete event', 'distributed', 'gaming', 'monte carlo', 'parallel', 'visual']]"
v0_098_call_for_india_ethiopia_innovation__technology_commercialization_programme_ieitcp,environment,"[['I.6.7'], ['Simulation Support Systems', 'Environments'], ['simulation support system', 'environment']]"
v0_098_call_for_india_ethiopia_innovation__technology_commercialization_programme_ieitcp,initial,"[['G.1.7'], ['Ordinary Differential Equations', 'Boundary value problems', 'Chaotic systems (NEW)', 'Convergence and stability', 'Differential-algebraic equations (NEW)', 'Error analysis', 'Finite difference methods (NEW)', 'Initial value problems', 'Multistep and multivalue methods (REVISED)', 'One-step (single step) methods (REVISED)', 'Stiff equations'], ['ordinary differential equation', 'boundary value problem', 'chaotic system new', 'convergence stability', 'differentialalgebraic equation new', 'error analysis', 'finite difference method new', 'initial value problem', 'multistep multivalue method revised', 'onestep single step method revised', 'stiff equation']]"
